timestamp,temperature,humidity,soil_moisture,battery_voltage,mode,mist_status,pump_status
2026-05-10 10:34:05,29.7,53.8,1866,7.0,0,1,0
2026-05-10 10:34:10,30.0,54.1,1867,7.0,0,1,0
2026-05-10 10:34:15,29.9,54.8,1868,6.9,0,1,0
2026-05-10 10:34:20,30.0,55.9,1869,6.8,0,1,0
2026-05-10 10:34:25,29.8,58.2,1870,6.9,0,1,0
2026-05-10 10:34:30,29.6,57.0,1871,7.0,0,1,0
2026-05-10 10:34:35,29.2,55.5,1872,7.0,0,1,0
2026-05-10 10:34:40,29.8,57.9,1874,6.9,0,1,0
2026-05-10 10:34:45,29.2,54.5,1875,6.9,0,1,0
2026-05-10 10:34:50,29.9,55.5,1876,7.0,0,1,0
2026-05-10 10:34:55,29.9,56.9,1878,6.9,0,1,0
2026-05-10 10:35:00,30.4,56.4,1878,6.8,0,1,0
2026-05-10 10:35:05,29.5,56.5,1879,7.0,0,1,0
2026-05-10 10:35:10,29.5,56.7,1880,6.9,0,1,0
2026-05-10 10:35:15,30.0,56.0,1882,6.8,0,1,0
2026-05-10 10:35:20,29.6,55.7,1883,7.1,0,1,0
2026-05-10 10:35:25,29.9,57.1,1884,7.0,0,1,0
2026-05-10 10:35:30,29.5,56.8,1885,7.1,0,1,0
2026-05-10 10:35:35,29.7,54.7,1887,7.1,0,1,0
2026-05-10 10:35:40,29.7,57.9,1888,7.0,0,1,0
2026-05-10 10:35:45,30.2,58.6,1890,7.0,0,1,0
2026-05-10 10:35:50,29.7,56.5,1892,6.9,0,1,0
2026-05-10 10:35:55,30.1,57.7,1893,7.0,0,1,0
2026-05-10 10:36:00,30.1,54.9,1893,6.9,0,1,0
2026-05-10 10:36:05,29.5,56.1,1894,6.8,0,1,0
2026-05-10 10:36:10,30.7,56.3,1896,7.1,0,1,0
2026-05-10 10:36:15,29.9,60.3,1897,7.1,0,1,0
2026-05-10 10:36:20,30.0,57.6,1897,7.0,0,1,0
2026-05-10 10:36:25,30.0,57.2,1897,7.0,0,1,0
2026-05-10 10:36:30,30.1,57.4,1898,7.0,0,1,0
2026-05-10 10:36:35,30.3,55.0,1901,7.0,0,1,0
2026-05-10 10:36:40,29.7,58.4,1903,6.9,0,1,0
2026-05-10 10:36:45,30.1,59.1,1905,7.1,0,1,0
2026-05-10 10:36:50,29.6,57.6,1905,6.8,0,1,0
2026-05-10 10:36:55,29.8,55.5,1906,7.0,0,1,0
2026-05-10 10:37:00,30.0,57.3,1908,7.0,0,1,0
2026-05-10 10:37:05,29.6,54.8,1909,7.0,0,1,0
2026-05-10 10:37:10,29.9,52.8,1910,6.9,0,1,0
2026-05-10 10:37:15,29.0,58.7,1912,7.0,0,1,0
2026-05-10 10:37:20,29.6,53.5,1914,7.1,0,1,0
2026-05-10 10:37:25,29.5,53.4,1915,6.8,0,1,0
2026-05-10 10:37:30,29.8,55.3,1917,6.9,0,1,0
2026-05-10 10:37:35,29.4,55.0,1918,6.9,0,1,0
2026-05-10 10:37:40,30.6,52.1,1918,6.9,0,1,0
2026-05-10 10:37:45,29.9,56.2,1920,7.0,0,1,0
2026-05-10 10:37:50,29.9,57.1,1921,7.0,0,1,0
2026-05-10 10:37:55,29.6,54.1,1922,6.8,0,1,0
2026-05-10 10:38:00,29.9,56.9,1925,6.9,0,1,0
2026-05-10 10:38:05,30.4,55.3,1926,6.9,0,1,0
2026-05-10 10:38:10,29.9,54.9,1928,6.9,0,1,0
2026-05-10 10:38:15,29.4,58.0,1929,6.9,0,1,0
2026-05-10 10:38:20,29.9,53.0,1930,6.9,0,1,0
2026-05-10 10:38:25,30.0,54.4,1931,7.0,0,1,0
2026-05-10 10:38:30,30.2,52.8,1932,7.1,0,1,0
2026-05-10 10:38:35,30.3,53.7,1933,7.1,0,1,0
2026-05-10 10:38:40,29.8,56.1,1933,6.8,0,1,0
2026-05-10 10:38:45,29.9,55.2,1935,6.8,0,1,0
2026-05-10 10:38:50,29.5,54.1,1936,7.0,0,1,0
2026-05-10 10:38:55,29.7,54.8,1938,6.9,0,1,0
2026-05-10 10:39:00,29.6,55.9,1939,6.9,0,1,0
2026-05-10 10:39:05,29.9,53.0,1940,6.9,0,1,0
2026-05-10 10:39:10,29.7,53.3,1941,6.9,0,1,0
2026-05-10 10:39:15,29.8,57.0,1943,6.9,0,1,0
2026-05-10 10:39:20,30.1,53.0,1945,6.9,0,1,0
2026-05-10 10:39:25,29.7,53.7,1946,6.8,0,1,0
2026-05-10 10:39:30,29.5,59.6,1948,7.0,0,1,0
2026-05-10 10:39:35,29.3,57.7,1949,6.8,0,1,0
2026-05-10 10:39:40,30.1,54.0,1950,6.8,0,1,0
2026-05-10 10:39:45,29.5,52.4,1952,6.9,0,1,0
2026-05-10 10:39:50,30.2,55.3,1953,6.9,0,1,0
2026-05-10 10:39:55,29.7,54.6,1954,7.0,0,1,0
2026-05-10 10:40:00,30.1,58.0,1955,6.9,0,1,0
2026-05-10 10:40:05,29.9,56.6,1956,6.8,0,1,0
2026-05-10 10:40:10,29.8,56.4,1956,6.9,0,1,0
2026-05-10 10:40:15,30.0,56.2,1958,6.8,0,1,0
2026-05-10 10:40:20,29.4,58.7,1960,6.9,0,1,0
2026-05-10 10:40:25,30.0,55.9,1961,6.8,0,1,0
2026-05-10 10:40:30,30.0,58.9,1962,6.9,0,1,0
2026-05-10 10:40:35,29.4,54.9,1965,7.1,0,1,0
2026-05-10 10:40:40,29.7,56.4,1966,6.8,0,1,0
2026-05-10 10:40:45,29.8,57.4,1966,6.9,0,1,0
2026-05-10 10:40:50,29.8,54.1,1967,7.0,0,1,0
2026-05-10 10:40:55,30.1,55.2,1969,6.8,0,1,0
2026-05-10 10:41:00,29.4,55.1,1971,7.0,0,1,0
2026-05-10 10:41:05,29.5,60.6,1971,7.0,0,1,0
2026-05-10 10:41:10,30.1,54.0,1972,6.8,0,1,0
2026-05-10 10:41:15,29.7,54.4,1973,6.9,0,1,0
2026-05-10 10:41:20,30.6,56.6,1974,6.9,0,1,0
2026-05-10 10:41:25,30.0,55.1,1974,6.9,0,1,0
2026-05-10 10:41:30,30.3,50.6,1977,7.0,0,1,0
2026-05-10 10:41:35,29.6,55.7,1978,6.9,0,1,0
2026-05-10 10:41:40,29.6,56.2,1981,7.0,0,1,0
2026-05-10 10:41:45,29.9,52.3,1982,6.8,0,1,0
2026-05-10 10:41:50,29.7,54.5,1983,6.9,0,1,0
2026-05-10 10:41:55,29.7,56.1,1984,7.0,0,1,0
2026-05-10 10:42:00,29.6,54.2,1985,7.0,0,1,0
2026-05-10 10:42:05,30.2,56.1,1987,6.8,0,1,0
2026-05-10 10:42:10,30.0,54.1,1988,6.9,0,1,0
2026-05-10 10:42:15,30.2,55.1,1990,6.8,0,1,0
2026-05-10 10:42:20,29.6,57.5,1992,6.9,0,1,0
2026-05-10 10:42:25,30.1,54.7,1993,6.7,0,1,0
2026-05-10 10:42:30,29.7,56.9,1994,6.8,0,1,0
2026-05-10 10:42:35,29.7,54.5,1996,6.8,0,1,0
2026-05-10 10:42:40,30.5,54.3,1997,6.9,0,1,0
2026-05-10 10:42:45,30.3,54.2,1998,6.9,0,1,0
2026-05-10 10:42:50,29.8,56.5,1999,6.8,0,1,0
2026-05-10 10:42:55,29.7,54.5,2000,6.8,0,1,0
2026-05-10 10:43:00,30.1,55.1,2002,6.9,0,1,0
2026-05-10 10:43:05,29.5,56.9,2002,6.9,0,1,0
2026-05-10 10:43:10,29.5,53.8,2003,6.6,0,1,0
2026-05-10 10:43:15,30.0,53.5,2003,6.8,0,1,0
2026-05-10 10:43:20,29.8,53.7,2004,6.9,0,1,0
2026-05-10 10:43:25,30.2,54.5,2005,6.8,0,1,0
2026-05-10 10:43:30,29.9,55.7,2006,6.8,0,1,0
2026-05-10 10:43:35,29.7,53.6,2008,6.6,0,1,0
2026-05-10 10:43:40,29.9,56.0,2009,6.9,0,1,0
2026-05-10 10:43:45,29.9,54.2,2010,6.8,0,1,0
2026-05-10 10:43:50,30.4,55.5,2012,7.0,0,1,0
2026-05-10 10:43:55,30.1,54.0,2013,6.8,0,1,0
2026-05-10 10:44:00,29.9,58.8,2014,6.8,0,1,0
2026-05-10 10:44:05,29.1,52.4,2015,6.8,0,1,0
2026-05-10 10:44:10,30.0,54.5,2017,6.8,0,1,0
2026-05-10 10:44:15,30.2,55.1,2018,6.8,0,1,0
2026-05-10 10:44:20,29.6,55.3,2019,7.0,0,1,0
2026-05-10 10:44:25,30.1,55.8,2020,6.9,0,1,0
2026-05-10 10:44:30,29.7,54.6,2022,6.8,0,1,0
2026-05-10 10:44:35,30.1,55.9,2023,6.8,0,1,0
2026-05-10 10:44:40,30.0,54.0,2025,6.9,0,1,0
2026-05-10 10:44:45,29.9,53.9,2026,6.8,0,1,0
2026-05-10 10:44:50,29.8,55.8,2028,6.8,0,1,0
2026-05-10 10:44:55,29.8,53.7,2029,6.7,0,1,0
2026-05-10 10:45:00,29.9,56.1,2031,6.9,0,1,0
2026-05-10 10:45:05,30.0,54.8,2032,7.0,0,1,0
2026-05-10 10:45:10,29.8,52.7,2033,6.8,0,1,0
2026-05-10 10:45:15,29.4,52.2,2034,6.8,0,1,0
2026-05-10 10:45:20,29.7,55.2,2036,6.8,0,1,0
2026-05-10 10:45:25,30.0,54.6,2037,6.8,0,1,0
2026-05-10 10:45:30,29.5,54.6,2038,6.7,0,1,0
2026-05-10 10:45:35,30.2,54.2,2039,6.7,0,1,0
2026-05-10 10:45:40,30.3,56.1,2040,7.0,0,1,0
2026-05-10 10:45:45,30.4,57.1,2041,7.0,0,1,0
2026-05-10 10:45:50,29.9,54.8,2042,6.8,0,1,0
2026-05-10 10:45:55,30.0,54.7,2044,6.8,0,1,0
2026-05-10 10:46:00,29.9,56.9,2044,6.8,0,1,0
2026-05-10 10:46:05,29.6,53.7,2046,6.7,0,1,0
2026-05-10 10:46:10,29.8,58.0,2047,7.0,0,1,0
2026-05-10 10:46:15,30.2,55.0,2048,6.8,0,1,0
2026-05-10 10:46:20,29.8,55.0,2049,6.9,0,1,0
2026-05-10 10:46:25,29.8,58.4,2051,6.7,0,1,0
2026-05-10 10:46:30,30.0,53.9,2053,7.0,0,1,0
2026-05-10 10:46:35,29.9,54.0,2055,7.0,0,1,0
2026-05-10 10:46:40,29.8,53.3,2057,7.0,0,1,0
2026-05-10 10:46:45,30.1,51.3,2058,6.8,0,1,0
2026-05-10 10:46:50,29.7,57.0,2060,6.7,0,1,0
2026-05-10 10:46:55,30.2,55.2,2061,6.9,0,1,0
2026-05-10 10:47:00,30.5,55.0,2062,6.7,0,1,0
2026-05-10 10:47:05,29.9,54.6,2064,6.7,0,1,0
2026-05-10 10:47:10,29.8,52.5,2065,6.7,0,1,0
2026-05-10 10:47:15,30.0,57.0,2065,6.9,0,1,0
2026-05-10 10:47:20,30.3,56.2,2067,6.9,0,1,0
2026-05-10 10:47:25,29.7,57.5,2069,6.8,0,1,0
2026-05-10 10:47:30,29.8,54.5,2070,6.5,0,1,0
2026-05-10 10:47:35,29.7,54.3,2072,6.9,0,1,0
2026-05-10 10:47:40,29.5,56.2,2073,6.8,0,1,0
2026-05-10 10:47:45,29.6,50.8,2074,6.8,0,1,0
2026-05-10 10:47:50,29.7,57.6,2075,6.9,0,1,0
2026-05-10 10:47:55,29.8,57.3,2077,6.9,0,1,0
2026-05-10 10:48:00,29.7,57.5,2077,6.9,0,1,0
2026-05-10 10:48:05,29.8,57.1,2078,6.9,0,1,0
2026-05-10 10:48:10,30.7,56.7,2079,6.7,0,1,0
2026-05-10 10:48:15,30.2,55.9,2081,6.9,0,1,0
2026-05-10 10:48:20,30.2,55.7,2084,6.9,0,1,0
2026-05-10 10:48:25,30.1,55.4,2085,6.7,0,1,0
2026-05-10 10:48:30,29.9,55.4,2086,6.7,0,1,0
2026-05-10 10:48:35,29.7,54.3,2086,6.9,0,1,0
2026-05-10 10:48:40,29.8,54.6,2086,6.7,0,1,0
2026-05-10 10:48:45,29.2,57.7,2087,6.8,0,1,0
2026-05-10 10:48:50,29.4,55.3,2088,6.8,0,1,0
2026-05-10 10:48:55,30.3,54.2,2090,6.9,0,1,0
2026-05-10 10:49:00,29.8,52.0,2091,6.9,0,1,0
2026-05-10 10:49:05,29.4,57.6,2092,6.8,0,1,0
2026-05-10 10:49:10,30.0,55.7,2094,6.7,0,1,0
2026-05-10 10:49:15,29.8,54.4,2095,6.7,0,1,0
2026-05-10 10:49:20,29.9,55.8,2097,6.8,0,1,0
2026-05-10 10:49:25,29.5,59.0,2098,6.8,0,1,0
2026-05-10 10:49:30,29.8,53.8,2099,6.8,0,1,0
2026-05-10 10:49:35,29.9,53.8,2100,6.8,0,1,0
2026-05-10 10:49:40,30.1,53.0,2101,7.0,0,1,0
2026-05-10 10:49:45,29.8,55.5,2103,6.7,0,1,0
2026-05-10 10:49:50,30.1,54.0,2103,6.9,0,1,0
2026-05-10 10:49:55,29.6,53.1,2104,6.8,0,1,0
2026-05-10 10:50:00,30.0,56.1,2105,6.8,0,1,0
2026-05-10 10:50:05,30.2,57.9,2106,6.7,0,1,0
2026-05-10 10:50:10,30.0,59.6,2108,6.6,0,1,0
2026-05-10 10:50:15,30.2,55.2,2109,6.7,0,1,0
2026-05-10 10:50:20,29.9,56.7,2111,6.8,0,1,0
2026-05-10 10:50:25,29.9,55.3,2112,6.5,0,1,0
2026-05-10 10:50:30,29.4,53.5,2113,6.9,0,1,0
2026-05-10 10:50:35,30.0,56.8,2115,6.8,0,1,0
2026-05-10 10:50:40,29.6,59.3,2116,6.8,0,1,0
2026-05-10 10:50:45,30.0,54.0,2118,6.8,0,1,0
2026-05-10 10:50:50,29.9,53.9,2119,6.9,0,1,0
2026-05-10 10:50:55,30.1,52.1,2120,6.7,0,1,0
2026-05-10 10:51:00,30.1,57.0,2122,6.7,0,1,0
2026-05-10 10:51:05,29.7,53.8,2124,6.7,0,1,0
2026-05-10 10:51:10,30.0,56.8,2125,6.7,0,1,0
2026-05-10 10:51:15,29.8,57.5,2127,6.7,0,1,0
2026-05-10 10:51:20,30.3,56.0,2128,6.8,0,1,0
2026-05-10 10:51:25,29.8,55.5,2130,6.8,0,1,0
2026-05-10 10:51:30,29.8,53.7,2131,6.7,0,1,0
2026-05-10 10:51:35,29.9,53.5,2132,6.7,0,1,0
2026-05-10 10:51:40,29.4,53.8,2133,6.6,0,1,0
2026-05-10 10:51:45,29.4,54.9,2134,6.9,0,1,0
2026-05-10 10:51:50,30.2,57.0,2135,6.8,0,1,0
2026-05-10 10:51:55,29.7,55.3,2136,6.7,0,1,0
2026-05-10 10:52:00,29.6,54.4,2138,6.8,0,1,0
2026-05-10 10:52:05,30.0,53.4,2139,6.7,0,1,0
2026-05-10 10:52:10,29.4,55.4,2141,6.9,0,1,0
2026-05-10 10:52:15,30.4,58.1,2143,6.7,0,1,0
2026-05-10 10:52:20,30.4,53.2,2143,6.5,0,1,0
2026-05-10 10:52:25,29.9,53.1,2144,7.0,0,1,0
2026-05-10 10:52:30,30.1,56.6,2145,6.5,0,1,0
2026-05-10 10:52:35,29.9,55.2,2146,6.6,0,1,0
2026-05-10 10:52:40,29.4,56.9,2147,6.6,0,1,0
2026-05-10 10:52:45,29.5,53.4,2147,6.6,0,1,0
2026-05-10 10:52:50,30.4,54.9,2149,6.7,0,1,0
2026-05-10 10:52:55,30.2,54.8,2151,6.5,0,1,0
2026-05-10 10:53:00,29.5,54.5,2152,6.8,0,1,0
2026-05-10 10:53:05,29.3,56.5,2153,6.6,0,1,0
2026-05-10 10:53:10,29.7,55.0,2155,6.7,0,1,0
2026-05-10 10:53:15,30.3,54.3,2156,6.8,0,1,0
2026-05-10 10:53:20,29.5,54.0,2157,6.7,0,1,0
2026-05-10 10:53:25,30.2,57.7,2158,6.7,0,1,0
2026-05-10 10:53:30,29.3,52.9,2159,6.8,0,1,0
2026-05-10 10:53:35,29.7,52.7,2160,6.8,0,1,0
2026-05-10 10:53:40,29.8,53.4,2161,6.8,0,1,0
2026-05-10 10:53:45,29.3,53.1,2162,6.9,0,1,0
2026-05-10 10:53:50,29.5,51.6,2163,6.5,0,1,0
2026-05-10 10:53:55,29.6,54.3,2164,6.9,0,1,0
2026-05-10 10:54:00,29.4,55.0,2164,6.6,0,1,0
2026-05-10 10:54:05,30.5,56.3,2165,6.7,0,1,0
2026-05-10 10:54:10,30.1,56.5,2168,6.7,0,1,0
2026-05-10 10:54:15,29.8,58.4,2169,6.8,0,1,0
2026-05-10 10:54:20,29.5,55.2,2170,6.8,0,1,0
2026-05-10 10:54:25,29.6,54.8,2171,6.6,0,1,0
2026-05-10 10:54:30,29.7,52.1,2172,6.6,0,1,0
2026-05-10 10:54:35,29.4,53.3,2173,6.8,0,1,0
2026-05-10 10:54:40,30.1,50.9,2174,7.0,0,1,0
2026-05-10 10:54:45,29.6,59.0,2175,6.8,0,1,0
2026-05-10 10:54:50,29.8,54.9,2177,6.8,0,1,0
2026-05-10 10:54:55,29.7,53.6,2177,6.7,0,1,0
2026-05-10 10:55:00,30.0,54.3,2179,6.7,0,1,0
2026-05-10 10:55:05,29.9,56.9,2181,6.5,0,1,0
2026-05-10 10:55:10,30.2,58.3,2183,6.7,0,1,0
2026-05-10 10:55:15,29.7,54.7,2185,6.5,0,1,0
2026-05-10 10:55:20,30.1,54.2,2186,6.7,0,1,0
2026-05-10 10:55:25,29.7,56.2,2187,6.7,0,1,0
2026-05-10 10:55:30,29.9,52.9,2188,6.4,0,1,0
2026-05-10 10:55:35,29.6,56.1,2189,6.9,0,1,0
2026-05-10 10:55:40,30.1,55.2,2190,6.7,0,1,0
2026-05-10 10:55:45,29.7,55.5,2192,6.7,0,1,0
2026-05-10 10:55:50,30.2,52.5,2193,6.8,0,1,0
2026-05-10 10:55:55,29.9,54.3,2194,6.7,0,1,0
2026-05-10 10:56:00,29.2,54.8,2196,6.7,0,1,0
2026-05-10 10:56:05,30.1,55.2,2197,6.6,0,1,0
2026-05-10 10:56:10,30.2,55.5,2197,6.8,0,1,0
2026-05-10 10:56:15,29.7,53.8,2199,6.7,0,1,0
2026-05-10 10:56:20,30.3,59.9,2200,6.6,0,1,1
2026-05-10 10:56:25,29.6,56.4,2160,6.8,0,1,1
2026-05-10 10:56:30,29.9,53.4,2125,6.7,0,1,1
2026-05-10 10:56:35,30.2,54.5,2084,6.7,0,1,1
2026-05-10 10:56:40,30.0,53.5,2042,6.9,0,1,1
2026-05-10 10:56:45,30.0,55.7,2009,6.8,0,1,1
2026-05-10 10:56:50,30.1,54.9,1968,6.9,0,1,1
2026-05-10 10:56:55,30.2,58.4,1935,6.7,0,1,1
2026-05-10 10:57:00,29.8,57.2,1903,6.7,0,1,1
2026-05-10 10:57:05,29.4,56.8,1875,6.8,0,1,1
2026-05-10 10:57:10,30.0,53.2,1832,6.7,0,1,1
2026-05-10 10:57:15,30.2,56.5,1794,6.7,0,1,1
2026-05-10 10:57:20,30.1,55.7,1795,6.7,0,1,0
2026-05-10 10:57:25,29.9,56.2,1796,6.6,0,1,0
2026-05-10 10:57:30,29.4,58.0,1796,6.5,0,1,0
2026-05-10 10:57:35,30.0,57.4,1798,6.8,0,1,0
2026-05-10 10:57:40,29.9,54.6,1800,6.7,0,1,0
2026-05-10 10:57:45,30.0,54.2,1801,6.7,0,1,0
2026-05-10 10:57:50,29.7,53.5,1802,6.8,0,1,0
2026-05-10 10:57:55,30.1,54.1,1804,6.7,0,1,0
2026-05-10 10:58:00,30.6,53.1,1805,6.7,0,1,0
2026-05-10 10:58:05,30.0,56.0,1806,6.7,0,1,0
2026-05-10 10:58:10,30.3,54.4,1808,6.8,0,1,0
2026-05-10 10:58:15,30.0,55.2,1809,6.6,0,1,0
2026-05-10 10:58:20,30.3,54.0,1810,6.5,0,1,0
2026-05-10 10:58:25,29.5,57.1,1812,6.6,0,1,0
2026-05-10 10:58:30,30.1,50.4,1812,6.6,0,1,0
2026-05-10 10:58:35,30.1,54.4,1813,6.8,0,1,0
2026-05-10 10:58:40,30.5,59.9,1815,6.4,0,1,0
2026-05-10 10:58:45,29.8,55.1,1817,6.7,0,1,0
2026-05-10 10:58:50,30.1,54.4,1819,6.6,0,1,0
2026-05-10 10:58:55,30.0,58.0,1821,6.6,0,1,0
2026-05-10 10:59:00,29.6,59.4,1822,6.7,0,1,0
2026-05-10 10:59:05,30.1,58.7,1823,6.7,0,1,0
2026-05-10 10:59:10,30.2,53.7,1825,6.5,0,1,0
2026-05-10 10:59:15,29.9,54.0,1826,6.6,0,1,0
2026-05-10 10:59:20,29.9,57.0,1827,6.6,0,1,0
2026-05-10 10:59:25,29.9,54.8,1828,6.6,0,1,0
2026-05-10 10:59:30,30.2,57.9,1828,6.7,0,1,0
2026-05-10 10:59:35,29.5,55.9,1830,6.6,0,1,0
2026-05-10 10:59:40,29.6,55.6,1831,6.6,0,1,0
2026-05-10 10:59:45,29.4,55.8,1832,6.7,0,1,0
2026-05-10 10:59:50,30.5,53.7,1832,6.8,0,1,0
2026-05-10 10:59:55,30.3,54.3,1833,6.7,0,1,0
2026-05-10 11:00:00,29.9,54.2,1835,6.5,0,1,0
2026-05-10 11:00:05,30.2,57.3,1837,6.6,0,1,0
2026-05-10 11:00:10,30.1,57.4,1838,6.7,0,1,0
2026-05-10 11:00:15,29.9,55.9,1839,6.7,0,1,0
2026-05-10 11:00:20,30.0,49.9,1841,6.5,0,1,0
2026-05-10 11:00:25,30.2,54.6,1841,6.7,0,1,0
2026-05-10 11:00:30,29.9,53.7,1842,6.5,0,1,0
2026-05-10 11:00:35,29.8,59.3,1844,6.6,0,1,0
2026-05-10 11:00:40,29.5,51.3,1844,6.6,0,1,0
2026-05-10 11:00:45,30.2,54.6,1845,6.7,0,1,0
2026-05-10 11:00:50,30.1,54.7,1847,6.8,0,1,0
2026-05-10 11:00:55,29.8,56.2,1847,6.8,0,1,0
2026-05-10 11:01:00,30.3,56.3,1849,6.6,0,1,0
2026-05-10 11:01:05,30.1,56.5,1850,6.5,0,1,0
2026-05-10 11:01:10,29.9,57.0,1852,6.6,0,1,0
2026-05-10 11:01:15,29.5,56.9,1854,6.6,0,1,0
2026-05-10 11:01:20,30.0,56.7,1854,6.5,0,1,0
2026-05-10 11:01:25,29.7,55.9,1855,6.7,0,1,0
2026-05-10 11:01:30,29.9,53.7,1856,6.5,0,1,0
2026-05-10 11:01:35,30.2,54.6,1858,6.6,0,1,0
2026-05-10 11:01:40,29.5,57.3,1859,6.7,0,1,0
2026-05-10 11:01:45,30.0,55.6,1861,6.8,0,1,0
2026-05-10 11:01:50,29.9,55.0,1862,6.5,0,1,0
2026-05-10 11:01:55,30.1,51.8,1862,6.6,0,1,0
2026-05-10 11:02:00,30.3,53.2,1863,6.5,0,1,0
2026-05-10 11:02:05,30.0,55.7,1863,6.6,0,1,0
2026-05-10 11:02:10,30.3,56.1,1865,6.6,0,1,0
2026-05-10 11:02:15,30.1,54.0,1865,6.8,0,1,0
2026-05-10 11:02:20,30.2,60.4,1867,6.6,0,1,0
2026-05-10 11:02:25,29.9,54.6,1868,6.5,0,1,0
2026-05-10 11:02:30,29.7,56.1,1869,6.5,0,1,0
2026-05-10 11:02:35,30.0,56.0,1870,6.8,0,1,0
2026-05-10 11:02:40,29.9,53.5,1871,6.7,0,1,0
2026-05-10 11:02:45,30.2,55.6,1873,6.6,0,1,0
2026-05-10 11:02:50,30.2,54.0,1874,6.5,0,1,0
2026-05-10 11:02:55,30.7,54.5,1875,6.5,0,1,0
2026-05-10 11:03:00,29.6,55.8,1876,6.6,0,1,0
2026-05-10 11:03:05,29.7,51.4,1876,6.6,0,1,0
2026-05-10 11:03:10,30.5,56.1,1877,6.8,0,1,0
2026-05-10 11:03:15,29.7,55.6,1878,6.7,0,1,0
2026-05-10 11:03:20,30.1,54.7,1878,6.7,0,1,0
2026-05-10 11:03:25,29.9,57.4,1880,6.7,0,1,0
2026-05-10 11:03:30,30.0,54.8,1881,6.5,0,1,0
2026-05-10 11:03:35,29.8,52.5,1882,6.6,0,1,0
2026-05-10 11:03:40,29.9,50.8,1883,6.6,0,1,0
2026-05-10 11:03:45,29.7,54.4,1886,6.7,0,1,0
2026-05-10 11:03:50,30.1,52.7,1887,6.6,0,1,0
2026-05-10 11:03:55,30.6,55.1,1889,6.6,0,1,0
2026-05-10 11:04:00,29.9,53.9,1890,6.5,0,1,0
2026-05-10 11:04:05,30.1,56.0,1891,6.7,0,1,0
2026-05-10 11:04:10,30.1,56.0,1893,6.5,0,1,0
2026-05-10 11:04:15,30.3,55.1,1894,6.6,0,1,0
2026-05-10 11:04:20,29.8,54.2,1895,6.5,0,1,0
2026-05-10 11:04:25,29.5,54.4,1897,6.6,0,1,0
2026-05-10 11:04:30,29.6,56.4,1899,6.7,0,1,0
2026-05-10 11:04:35,30.3,56.4,1901,6.6,0,1,0
2026-05-10 11:04:40,30.0,51.2,1902,6.6,0,1,0
2026-05-10 11:04:45,29.6,56.3,1903,6.5,0,1,0
2026-05-10 11:04:50,30.4,56.3,1905,6.6,0,1,0
2026-05-10 11:04:55,30.4,49.9,1905,6.7,0,1,0
2026-05-10 11:05:00,29.7,59.1,1907,6.7,0,1,0
2026-05-10 11:05:05,30.2,55.0,1908,6.4,0,1,0
2026-05-10 11:05:10,30.3,61.9,1910,6.6,0,1,0
2026-05-10 11:05:15,30.1,57.5,1912,6.4,0,1,0
2026-05-10 11:05:20,29.6,57.1,1913,6.5,0,1,0
2026-05-10 11:05:25,29.7,55.6,1914,6.5,0,1,0
2026-05-10 11:05:30,29.5,54.5,1916,6.5,0,1,0
2026-05-10 11:05:35,30.5,55.1,1917,6.8,0,1,0
2026-05-10 11:05:40,29.1,52.7,1918,6.5,0,1,0
2026-05-10 11:05:45,30.0,57.0,1920,6.4,0,1,0
2026-05-10 11:05:50,30.0,53.5,1921,6.2,0,1,0
2026-05-10 11:05:55,29.9,54.6,1922,6.7,0,1,0
2026-05-10 11:06:00,30.3,53.4,1923,6.5,0,1,0
2026-05-10 11:06:05,29.6,56.1,1924,6.7,0,1,0
2026-05-10 11:06:10,30.1,54.9,1924,6.5,0,1,0
2026-05-10 11:06:15,29.6,52.4,1926,6.7,0,1,0
2026-05-10 11:06:20,29.1,54.3,1927,6.4,0,1,0
2026-05-10 11:06:25,29.9,51.1,1929,6.4,0,1,0
2026-05-10 11:06:30,30.1,57.5,1930,6.7,0,1,0
2026-05-10 11:06:35,29.9,58.8,1931,6.5,0,1,0
2026-05-10 11:06:40,30.1,52.9,1932,6.7,0,1,0
2026-05-10 11:06:45,30.0,56.5,1934,6.6,0,1,0
2026-05-10 11:06:50,30.6,52.6,1935,6.3,0,1,0
2026-05-10 11:06:55,30.3,54.5,1937,6.5,0,1,0
2026-05-10 11:07:00,29.2,58.1,1937,6.7,0,1,0
2026-05-10 11:07:05,30.1,54.6,1938,6.7,0,1,0
2026-05-10 11:07:10,30.2,55.4,1940,6.4,0,1,0
2026-05-10 11:07:15,30.0,55.4,1941,6.5,0,1,0
2026-05-10 11:07:20,29.9,58.6,1943,6.4,0,1,0
2026-05-10 11:07:25,30.2,54.5,1944,6.5,0,1,0
2026-05-10 11:07:30,30.4,53.1,1946,6.5,0,1,0
2026-05-10 11:07:35,29.8,54.3,1947,6.6,0,1,0
2026-05-10 11:07:40,30.1,59.5,1948,6.3,0,1,0
2026-05-10 11:07:45,29.8,58.1,1948,6.4,0,1,0
2026-05-10 11:07:50,29.1,57.5,1950,6.5,0,1,0
2026-05-10 11:07:55,29.6,56.1,1950,6.6,0,1,0
2026-05-10 11:08:00,30.5,55.1,1952,6.6,0,1,0
2026-05-10 11:08:05,29.9,53.4,1953,6.7,0,1,0
2026-05-10 11:08:10,29.8,53.7,1955,6.6,0,1,0
